chem_code,chem_group,chem_name,chem_alias1,chem_alias2,chem_note
881,Pesticides,ALKYLARYL POLYOXYETHYLENE ETHER,,,
884,Pesticides,ALKYL DIMETHYL ISOPROPYL BENZYL AMMONIUM CHLORIDE,,,
886,Pesticides,2-NAPHTHOL,,,
887,Pesticides,CHLOROMETHOXY PROPYL MERCURIC ACETAMIDE,,,
889,Pesticides,EDTA; AMMONIUM SALT,,,
890,Pesticides,ORTHO-PHENYLPHENOL; AMMONIUM SALT,,,
891,Pesticides,AMMONIUM OXALATE,,,
892,Pesticides,AMMONIUM THIOSULFATE,,,
893,Pesticides,SYM-TRIAZINE,,,
895,Pesticides,METHYL DODECYL BENZYL TRIMETHYL AMMONIUM CHLORIDE,,,
896,Pesticides,METHYL DODECYL XYLENE BIS (TRIMETHYL AMMONIUM CHLORIDE),,,
897,Pesticides,OIL OF CAMPHOR SASSAFRASSY,,,
899,Pesticides,OXALIC ACID,,,
900,Pesticides,PARA-TERT-AMYLPHENOL,,,
901,Pesticides,POTASSIUM LAURATE,,,
902,Pesticides,POTASSIUM MYRISTATE,,,
903,Pesticides,POTASSIUM SOAP OF COCONUT FATTY ACIDS,,,
904,Pesticides,POTASSIUM XYLENESULFONATE,,,
905,Pesticides,SODIUM BISULFATE,,,
907,Pesticides,SODIUM LAURYL SULFATE,,,
908,Pesticides,SODIUM SULFORICINOLEATE,,,
909,Pesticides,SODIUM XYLENE SULFONATE,,,
911,Pesticides,N-(2-HYDROXYETHYL)ETHYLENEDIAMINETRIACETIC ACID; TRISODIUM SALT,"N-(2-HYDROXYETHYL) ETHYLENE DIAMINE TRIACETIC ACID,TRISODIUM SALT",,Typo
912,Pesticides,POTASSIUM RICINOLEATE,,,
915,Pesticides,BENZYL ALCOHOL,,,
918,Pesticides,DODECYLBENZYL TRIMETHYL AMMONIUM CHLORIDE,,,
919,Pesticides,PERFUME,,,
920,Pesticides,CALCIUM CHLORIDE,,,
922,Pesticides,LITHIUM HYPOCHLORITE,,,
923,Pesticides,DICHLORPROP; BUTOXYETHANOL ESTER,,,
925,Pesticides,4-CHLORO-3;5-XYLENOL,,,
926,Pesticides,2-HYDROXYETHYL OCTYL SULFIDE,,,
928,Pesticides,ALKYL METHYL ISOQUINOLINIUM CHLORIDE,,,
930,Pesticides,CALCIUM THIOSULFATE,,,
931,Pesticides,2-HEPTADECYL-1-HYDROXYETHYL-IMIDAZOLINIUM HYDROCHLORIDE,,,
932,Pesticides,DEHYDROABIETYLAMINE ACETATE,,,
933,Pesticides,ACETIC ACID,,,
934,Pesticides,GLYCOLIC ACID,,,
935,Pesticides,ORTHO-PHENYLPHENOL; POTASSIUM SALT,,,
936,Pesticides,ORTHO-BENZYL-PARA-CHLOROPHENOL; POTASSIUM SALT,,,
937,Pesticides,ORTHO-BENZYL-PARA-CHLOROPHENOL; SODIUM SALT,,,
938,Pesticides,TRIBUTYLTIN CHLORIDE; MYRISTYLAMINE SALT,,,
939,unknown,unknown,,,
940,Pesticides,SODIUM METASILICATE,,,
941,Pesticides,DODECYLBENZENE SULFONIC ACID,,,
942,Pesticides,METHYLATED NAPHTHALENE,,,
945,Pesticides,4-CHLORO-2-PHENYLPHENOL,,,
946,Pesticides,4-CHLORO-2-PHENYLPHENOL; SODIUM SALT,,,
947,Pesticides,4-CHLORO-2-PHENYLPHENOL; POTASSIUM SALT,,,
948,Pesticides,6-CHLORO-2-PHENYLPHENOL,,,
949,Pesticides,6-CHLORO-2-PHENYLPHENOL; SODIUM SALT,,,
950,Pesticides,6-CHLORO-2-PHENYLPHENOL; POTASSIUM SALT,,,
953,Pesticides,EDTA; TRISODIUM SALT,,,
954,Pesticides,EDTA; DISODIUM SALT,,,
955,Pesticides,MERCURIC OXIDE,,,
956,Pesticides,N-2-HYDROXYETHYL IMINODIACETATE,,,
958,Pesticides,POLYOXYETHYLENE SORBITOL OLEATE-LAURATE,,,
960,Pesticides,2;4;6-TRICHLOROPHENOL; SODIUM SALT,,,
961,Pesticides,DIOCTYL SODIUM  SULFOSUCCINATE,,,
962,Pesticides,BENZOCAINE,,,
963,Pesticides,TYROTHRICIN,,,
964,Pesticides,HYDROCORTISONE,,,
967,Pesticides,DISODIUM CYANODITHIOIMIDO CARBONATE,,,
968,Pesticides,ETHYLENEDIAMINE,,,
969,Pesticides,2-BROMO-4-HYDROXYACETOPHENONE,,,
970,Pesticides,POTASSIUM N-METHYLDITHIO CARBAMATE,,,
971,Pesticides,TCMTB,,,
972,Pesticides,(2-HYDROXYPROPYL) THIOMETHANE SULFONATE,,,
973,Pesticides,BARIUM METABORATE,,,
974,Pesticides,SODIUM BENZENE SULFONATE,,,
977,Pesticides,LIME,,,
978,Pesticides,TERPINEOLS,,,
979,Pesticides,LIMONENE,,,
980,Pesticides,2;4-D; ALKYL (C12) AMINE SALTS,,,
984,Pesticides,TRIETHANOLAMINE DODECYLBENZENE SULFONATE,,,
985,Pesticides,UNDECYLENIC ACID,,,
986,Pesticides,N-ALKYL (92%C18; 8%C16)-N-ETHYLMORPHOLINIUM ETHYL SULFATE,"N-ALKYL (92%C18, 8%C16)-N-ETHYL MORPHOLINIUM ETHYL SULFATE",,Typo
991,Pesticides,THYMOL,,,
994,Pesticides,POTASSIUM ALKYL BENZENE SULFONATES,,,
995,Pesticides,AMMONIUM TALL OIL FATTY ACID SOAP,,,
998,Pesticides,PROPYLENE GLYCOL; METHYL ETHER,,,
1000,Pesticides,PARA-TERT-BUTYLPHENOL,,,
1001,Pesticides,CITRININ; ANTIMYCIN,,,
1002,Pesticides,ALKYL DIMETHYL ETHYL BENZYL AMMONIUM CYCLOHEXYL SULFONATE,,,
1003,Pesticides,POTASSIUM IODIDE,,,
1004,Pesticides,DIPROPYLENE GLYCOL,,,
1005,Pesticides,METHYL PARA-HYDROXYBENZOATE,,,
1006,Pesticides,TRIETHANOLAMINE,,,
1007,Pesticides,CALCIUM CARBONATE,,,
1009,Pesticides,OIL OF LEMONGRASS,,,
1010,Pesticides,ALLYL ISOTHIOCYANATE,,,
1011,Pesticides,OIL OF CEDARWOOD,,,
1013,Pesticides,CASTOR OIL,,,
1015,Pesticides,COTTONSEED OIL,,,
1016,Pesticides,MCPP; DIMETHYLAMINE SALT,,,
1017,Pesticides,AMMONIUM LAURYL SULFATE,,,
1018,Pesticides,METHANOL,,,
1019,Pesticides,ZINC FLUOSILICATE,,,
1021,Pesticides,TRIISOPROPANOLAMINE,,,
1022,Pesticides,SODIUM DIHYDROGEN PHOSPHATE,,,
1023,Pesticides,TRICHLORO MELAMINE,,,
1024,Pesticides,SODIUM TRIPOLYPHOSPHATE,,,
1026,Pesticides,FENAC; DIMETHYLAMINE SALT,,,
1027,Pesticides,POTASSIUM DODECYLBENZENE SULFONATE,,,
1028,Pesticides,POTASSIUM PEROXYDISULFATE,,,
1030,Pesticides,TRIBUTYLTIN FLUORIDE,,,
1031,Pesticides,CYANURIC ACID; MONOSODIUM SALT,,,
1032,Pesticides,2;4-D; MORPHOLINE SALT,,,
1034,Pesticides,1;3-BUTYLENE GLYCOL,,,
1035,Pesticides,TRIBUTYLTIN NEODECANOATE,,,
1036,Pesticides,ALKENYL (75%C18; 25%C16) DIMETHYLAMINE ACETATE,,,
1038,Pesticides,DODECYLBENZYL ALKYL (70%C12; 30%C14) DIMETHYL AMMONIUM CHLORIDE,,,
1039,Pesticides,AMINO ACIDS AND AMINO SALTS,,,
1040,Pesticides,POLYBUTENES,,,
1042,Pesticides,ALUMINUM,,,
1044,Pesticides,SULFAMIC ACID,,,
1045,Pesticides,ALKYL MONOETHYOXYETHANOL; DIETHOXYETHYL BENZYL AMMONIUM CHLORIDE,,,
1047,Pesticides,DODECYL GUANIDINE HYDROCHLORIDE,,,
1049,Pesticides,PCP; POTASSIUM SALT,,,
1050,Pesticides,2;4;5-TRICHLOROPHENOL; POTASSIUM SALT,,,
1051,Pesticides,OIL OF ANISE,,,
1053,Pesticides,MONOETHANOLAMINE LAURATE; MYRISTATE; AND RELATED COMPOUNDS,,,
1054,Pesticides,EDTA; TETRAPOTASSIUM SALT,,,
1055,Pesticides,TRIPOTASSIUM PHOSPHATE,,,
1056,Pesticides,PARA-TERT-AMYLPHENOL; POTASSIUM SALT,,,
1059,Pesticides,4;6-DICHLORO-2-PHENYLPHENOL; POTASSIUM SALT,,,
1061,Pesticides,2-CHLORO-4-PHENYLPHENOL; POTASSIUM SALT,,,
1062,Pesticides,4;6-DICHLORO-2-PHENYLPHENOL,,,
1064,Pesticides,ALKYL PHENYL POLY (ETHOXY) ETHANOL,,,
1065,Pesticides,ETHANOLAMINE,,,
1066,Pesticides,DIETHYLAMINE SALT OF COCONUT FATTY ACID,,,
1068,Pesticides,ALKYL OLECIN AROMATIC POLYMERS,,,
1071,Pesticides,5;4-DIBROMOSALICYLANILIDE,,,
1074,Pesticides,MENTHOL,,,
1075,Pesticides,CASEIN,,,
1081,Pesticides,DALAPON; SODIUM SALT,,,
1089,Pesticides,LAURYL METHACRYLATE,,,
1090,Pesticides,POTASSIUM BROMIDE,,,
1091,Pesticides,2;4-XYLENE SULFONIC ACID,,,
1092,Pesticides,2;4;5-T; 2-ETHYLHEXYL ESTER,,,
1094,Pesticides,RED PEPPER; GROUND,,,
1096,Pesticides,2;4-D; N-OLEYL-1;3-PROPYLENEDIAMINE SALT,,,
1097,Pesticides,2;4;5-T; N-OLEYL-1;3-PROPYLENEDIAMINE SALT,,,
1099,Pesticides,PICLORAM; TRIISOPROPANOLAMINE SALT,,,
1103,Pesticides,SODIUM BROMIDE,,,
1105,Pesticides,TRIS (HYDROXYMETHYL) NITROMETHANE,,,
1106,Pesticides,LEAD METASILICATE,,,
1108,Pesticides,DEXTRIN,,,
1110,Pesticides,COPPER LINOLEATE,,,
1111,Pesticides,ZINC NAPHTHENATE,,,
1113,Pesticides,DICAMBA; TRIETHANOLAMINE SALT,,,
1114,Pesticides,TRIBUTYLTIN BENZOATE,,,
1115,Pesticides,TRIBUTYLTIN ISOPROPYL SUCCINATE,,,
1116,Pesticides,TRIBUTYLTIN LINOLEATE,,,
1119,Pesticides,SULFONATED CRESOL,,,
1121,Pesticides,TRISODIUM NITRILO TRIACETATE,,,
1122,Pesticides,ALKYLAMINE HYDROCHLORIDE ALKYL DERIVED FROM COCONUT OIL FATTY ACIDS,,,
1129,Pesticides,N-(3;4-DICHLOROBENZYL)-N-DODECYL-N;N-DIMETHYL AMMONIUM CHLORIDE,,,
1130,Pesticides,N-(2-HYDROXYETHYL) ETHYLENE DIAMINE TRIACETIC ACID; COPPER SALT,,,
1132,Pesticides,POTASSIUM SORBATE,,,
1133,Pesticides,PIPROTAL,,,
1134,Pesticides,SODIUM BICARBONATE,,,
1135,Pesticides,EDTA; COPPER COMPLEX,,,
1136,Pesticides,OIL OF LEMONGRASS,,,
1137,Pesticides,ALKYL PYRIDINES; MIXED,,,
1138,Pesticides,2;4-D; TRIETHYLAMINE SALT,,,
1140,Pesticides,ASPHALT SOLIDS,,,
1141,Pesticides,ALKYLAMINE ACETATE,,,
1142,Pesticides,CHLORO HYDROXY ALLANTOINATE,,,
1144,Pesticides,CHLORHEXIDINE DIACETATE,,,
1145,Pesticides,LANOLIN,,,
1146,Pesticides,BALSAM PERU,,,
1147,Pesticides,GLYCEROL,,,
1151,Pesticides,1-CHLOROBUTANE,,,
1153,Pesticides,OIL OF MUSTARD,,,
1155,Pesticides,POLYMETHYLENE-PARA-NONYL PHENYL POLY (OXYETHYLENE) PROPANOL,,,
1156,Pesticides,OLEIC ACID,,,
1157,Pesticides,LINOLEIC ACID,,,
1158,Pesticides,ABIETIC ACID,,,
1159,Pesticides,MODIFIED PHTHALIC GLYCEROL ALKYD RESIN,,,
1161,Pesticides,CARVACROL,ISOPROPYL CRESOL,,"2002 change, synonymous"
1162,Pesticides,2-PARA-CYMENOL; CHLOROETHYL ESTER,,,
1164,Pesticides,COCONUT OIL AMINE ACETATE,,,
1165,Pesticides,2;6-BIS ((DIMETHYL AMINO) METHYL) CYCLOHEXANONE,,,
1166,Pesticides,TETRADECYL DIMETHYL BENZYL AMMONIUM CHLORIDE,,,
1167,Pesticides,DODECYL DIMETHYL BENZYL AMMONIUM CHLORIDE,,,
1168,Pesticides,HEXADECYL DIMETHYL BENZYL AMMONIUM CHLORIDE,,,
1169,Pesticides,LAURYL DIETHANOLAMIDE,,,
1170,Pesticides,SALICYLIC ACID,,,
1171,Pesticides,HEXAHYDRO-1;3;5-TRIS (2-HYDROXYETHYL)-S-TRIAZINE,,,
1172,Pesticides,ALKYLPOLY GLYCOL ETHER,,,
1173,Pesticides,ALPHA-ALKYLPHENYL-OMEGA-HYDROXYPOLY(OXYETHYLENE),ALKYL PHENOXY POLY (ETHOXY) ETHANOL,,"2003 change, synonymous"
1174,Pesticides,TETRACHLOROETHYLENE,,,
1175,Pesticides,POTASSIUM PYROPHOSPHATE,,,
1176,Pesticides,POLYETHYLENE,,,
1177,Pesticides,EDTA; TRIPOTASSIUM SALT,,,
1178,Pesticides,POLYOXYETHYLENE SORBITAL; MIXED ETHYL ESTER,,,
1180,Pesticides,SULFAMETHAZINE,,,
1181,Pesticides,N-(4-METHYL-2-PYRIMIDINYL) SULFANILAMIDE,,,
1183,Pesticides,NEOMYCIN SULFATE,,,
1184,Pesticides,WARFARIN; SODIUM SALT,,,
1185,Pesticides,METHYLENE BIS(THIOCYANATE),,,
1186,Pesticides,BENZYL DIMETHYL OCTADECYL AMMONIUM CHLORIDE,,,
1187,Pesticides,CHROMATED ZINC CHLORIDE,,,
1188,Pesticides,CHROMIC ACID,,,
1189,Pesticides,2;4;6-TRICHLOROPHENOL,,,
1191,Pesticides,ISOPROPYL LANOLIN,,,
1196,Pesticides,TEMEPHOS,TRIMETHYL NONANOL-ETHYLENE OXIDE COMPLEX,,Shortname
1197,Pesticides,ALKYL SULFATE,,,
1198,Pesticides,FREE FATTY ACIDS AND/OR AMINE SALTS,,,
1199,Pesticides,ALKYLARYL SULFONATES,,,
1204,Pesticides,SODIUM SULFONATES,,,
1205,Pesticides,METHYL CELLULOSE,,,
1206,Pesticides,SODIUM ALKYLARYL SULFONATE,,,
1209,Pesticides,DIALKYL PHTHALATE,DIALKYL BENZENE DICARBOXYLATE,,Shortname
1210,Pesticides,GLYCOL ETHERS,,,
1211,Pesticides,ALKYLARYL SULFONATES; AMINE SALTS,,,
1212,Pesticides,ABIETIC ANHYDRIDE,,,
1213,Pesticides,DIETHYLENE GLYCOL ABIETATE,,,
1214,Pesticides,PARAFFIN WAX,,,
1216,Pesticides,POLYETHYLENE GLYCOL DODECANOATE,"POLYETHYLENE GLYCOL, DODECYL ESTER",,"2003 change, synonymous"
1217,Pesticides,STREPTOMYCIN,,,
1218,Pesticides,ALKYL BENZENE SULFONIC ACID,,,
1221,Pesticides,SESAME OIL,,,
1222,Pesticides,TRIETHANOLAMINE BORATE,,,
1223,Pesticides,TRIETHANOLAMINE LAURATE-MYRISTATE,,,
1228,Pesticides,DIMETHYL ISOPROPYL AMINO PHENANTHRENE,,,
1230,Pesticides,AMMONIUM OLEATE,,,
1231,Pesticides,VEGETABLE OIL,,,
1232,Pesticides,ETHYLENE GLYCOL; OLEIC ESTER,,,
1235,Pesticides,PARA-TOLUENE SULFONIC ACID,,,
1236,Pesticides,SULFONATED ALKYLDIPHENYL OXIDE,,,
1237,Pesticides,4-CHLORO-2-CYCLOPENTYL PHENOL; POTASSIUM SALT,,,
1238,Pesticides,LAURYL PYRIDINIUM-5-CHLORO-2-MERCAPTO BENZOTHIAZOLE,,,
1241,Pesticides,SODIUM CHROMATE,,,
1243,Pesticides,ALKENYL (90%C18; 10%C16) DIMETHYLETHYL AMMONIUM BROMIDE,,,
1244,Pesticides,ALPHA-OCTYLPHENYL-OMEGA-HYDROXYPOLY(OXYETHYLENE),OCTYL PHENOXY POLY ETHOXY ETHANOL,,"2003 change, synonymous"
1245,Pesticides,POTASSIUM LYSALBINATE,,,
1246,Pesticides,PHTHALIC GLYCEROL ALKYL,,,
1249,Pesticides,DIGLYCERIDES OF FATTY ACIDS,,,
1250,Pesticides,PHOSPHOPROTEINS,,,
1252,Pesticides,CALCIUM SALTS OF CASEIN AND SOY,,,
1254,Pesticides,HEXYLENE GLYCOL,,,
1255,Pesticides,2;4-D; BUTOXY ETHOXY PROPANOL ESTER,,,
1256,Pesticides,3;5-DIBROMOSALICYLANILIDE,,,
1259,Pesticides,2;4-D; N;N-DIMETHYL OLEYL-LINOLEYLAMINE SALT,,,
1261,Pesticides,SILVEX; 2-ETHYLHEXYL ESTER,,,
1263,Pesticides,MORPHOLINE ESTER OF ABEITIC AND OLEIC ACIDS,,,
1264,Pesticides,ALKYLARYL POLYGLYCOL ETHER,,,
1265,Pesticides,POLYETHYLENE GLYCOL ESTER OF OLEIC ACID,,,
1268,Pesticides,PYRIDINE,,,
1270,Pesticides,GENTIAN VIOLET,,,
1271,Pesticides,LEAD MONOXIDE,,,
1273,Pesticides,OLEIC; LINOLEIC AND RESIN ACIDS; SODIUM SALTS,,,
1275,Pesticides,2;4-D; PROPYL ESTER,,,
1276,Pesticides,MYRISTYL DIMETHYL AMMONIUM CHLORIDE,,,
1281,Pesticides,TOLUENE,,,
1283,Pesticides,PENICILLIN G; POTASSIUM SALT,,,
1284,Pesticides,TETRACAINE HYDROCHLORIDE,,,
1292,Pesticides,SODIUM SESQUICARBONATE,,,
1300,Pesticides,METHYL ISOBUTYL KETONE,,,
1301,Pesticides,LION WASTE,,,
1302,Pesticides,TETRALIN; (1;1;4;4-TETRAMETHYL-6-ETHYL-7-ACETYL)-1,,,
1303,Pesticides,MCPP; POTASSIUM SALT,,,
1305,Pesticides,PINDONE; SODIUM SALT,,,
1306,Pesticides,POTASSIUM HYDROXIDE,,,
1307,Pesticides,FERROUS AMMONIUM SULFATE,,,
1308,Pesticides,SOYBEAN FATTY ACIDS; TERT AMINE SALT,,,
1309,Pesticides,BUTYLATED HYDROXY TOLUENE,,,
1314,Pesticides,POLY-I-PARA-MENTHENE,,,
1315,Pesticides,DRIED BLOOD,,,
1316,Pesticides,SAWDUST,,,
1322,Pesticides,ROSINS AND FATTY ACIDS; MIXED,,,
1323,Pesticides,SILVEX; POTASSIUM SALT,,,
1324,Pesticides,METHYL-1;2;5;6-TETRAHYDRO-1-METHYL NICOTINATE; HYDROBROMIDE,,,
1325,Pesticides,OIL OF PENNYROYAL,,,
1328,Pesticides,ZIRAM; CYCLOHEXYLAMINE COMPLEX,,,
1329,Pesticides,BENZOIC ACID,,,
1335,Pesticides,1-ALKYLAMINO-2-AMINOPROPANE MONOACETATE; ALKYL DERIVED FROM COCONUT OIL FATTY ACIDS,,,
1336,Pesticides,METHYL-2;3-DIBROMO PROPIONATE,,,
1339,Pesticides,MAGNESIUM SULFATE,,,
1340,Pesticides,ACRIFLAVINE,,,
1341,Pesticides,QUININE SULFATE,,,
1342,Pesticides,PHENARSAZINE CHLORIDE,,,
1344,Pesticides,NAA; AMMONIUM SALT,,,
1345,Pesticides,ANIMAL GLAND EXTRACTS,,,
1347,Pesticides,SODIUM PENTABORATE,,,
1350,Pesticides,ETHYLENE OXIDE ADDUCT NONYLPHENOL,,,
1354,Pesticides,ENDOTHALL; MONO (N;N-DIETHYL ALKYLAMINE) SALT,,,
1355,Pesticides,ENDOTHALL; DI (N;N-DIETHYLALKYLAMINE) SALT,,,
1356,Pesticides,ENDOTHALL; DIPOTASSIUM SALT,,,
1357,Pesticides,SILVEX; TRIETHYLAMINE SALT,,,
1359,Pesticides,DIMETHOXANE,,,
1360,Pesticides,TRIETHANOLAMINE LAURYL SULFATE,,,
1361,Pesticides,COCONUT OIL MONOETHANOLAMINE,,,
1362,Pesticides,OXYDIETHYLENE BIS (ALKYL DIMETHYL AMMONIUM CHLORIDE); ALKYL DERIVED FROM COCONUT OIL FATTY ACIDS,,,
1363,Pesticides,AMMONIUM SULFATE,,,
1364,Pesticides,MALIC ACID,,,
1365,Pesticides,SALICYLIC AND BENZOIC ESTERS OF PROPYLENE GLYCOL,,,
1366,Pesticides,PROPYLENE GLYCOL; MONOMALIC ESTER,,,
1368,Pesticides,HYDROGENATED WAX; NEUTRAL WAX AND ALKALI SOAPS OF FATTY ACIDS,,,
1371,Pesticides,5-CHLORO-2-(2;4-DICHLOROPHENOXY) PHENOL,,,
1372,Pesticides,SODIUM MONO (1-ALKENYL) PHENOXY BENZENE DISULFONATE,,,
1373,Pesticides,SODIUM DI (1-ALKENYL) PHENOXY BENZENE DISULFONATE,,,
1376,Pesticides,ALKYL POLYETHYLENE GLYCOL ETHER,,,
1377,Pesticides,POLYAMINE FATTY ACID DERIVATIVE,,,
1379,Pesticides,ALKYL-1;3-PROPYLENE DIAMINE; ALKYL DERIVED FROM COCONUT OIL FATTY ACIDS,,,
1380,Pesticides,ALKYL-1;3-PROPYLENE DIAMINE ACETATE; ALKYL DERIVED FROM COCONUT OIL FATTY ACIDS,,,
1381,Pesticides,ALPHA-(PARA-SEC-BUTYLPHENYL)-OMEGA-HYDROXYPOLY(OXYETHYLENE),"SEC-BUTYLPHENOL, ETHYLENE OXIDE ADDUCT",,"2003 change, synonymous"
1382,Pesticides,2;4;5-TRICHLOROPHENOL,,,
1383,Pesticides,TERT-BUTYL DIMETHYL TRITHIO PEROXYCARBAMATE,,,
1384,Pesticides,HEXAHYDRIC ALCOHOL,,,
1385,Pesticides,4-(2;4-DB); ISOOCTYL ESTER,"4(2,4-DB), ISOOCTYL ESTER",,Typo
1388,Pesticides,ALKOXYETHYL PHOSPHATE,,,
1389,Pesticides,TALL OIL FATTY ACIDS,TALL OIL ACIDS,,Shortname
1390,Pesticides,ALKOXY POLY (ETHYLENEOXY) ETHYL PHOSPHATE,,,
1392,Pesticides,ALPHA-ALKYL (MIXED)-OMEGA-HYDROXYPOLY (OXYETHYLENE) SULFATE,,,
1395,Pesticides,4-CHLORO-CYCLOPENTYLPHENOL; SODIUM SALT,,,
1397,Pesticides,NONYLPHENOL ALKYPHENOL ETHOXYLATE 6 MOLE,,,
1399,Pesticides,BENTONITE,,,
1400,Pesticides,LACTOSE,,,
1401,Pesticides,TETRACHLOROPHENOL; ALKYLAMINE SALT,,,
1402,Pesticides,10;10'-OXYBISPHENOXYARSINE,,,
1406,Pesticides,COPPER CITRATE,,,
1407,Pesticides,N-BUTYLAMINO-PARA-BENZOATE,,,
1408,Pesticides,PIPERAZINE,,,
1409,Pesticides,POTASSIUM SOAP OF TALL OIL FATTY ACIDS,,,
1411,Pesticides,PETROLEUM DERIVATIVE RESIN,,,
1412,Pesticides,TRIBUTYLTIN CHLORIDE COMPLEX OF ETHYLENE OXIDE CONDENSATE OF ABIETYLAMINE,,,
1413,Pesticides,SODIUM ACID PHOSPHATE,,,
1415,Pesticides,ALUMINUM SULFATE,,,
1421,Pesticides,AKTON,,,
1422,Pesticides,ISOAMYL ACETATE,,,
1425,Pesticides,1;1;2-TRICHLOROETHANE,,,
1434,Pesticides,OXYCARBOXIN,,,
1435,Pesticides,2-ISOVALERYL 1-1;3-INDANDIONE,,,
1436,Pesticides,FLURECOL-METHYL,,,
1437,Pesticides,METHYL-2;3-DICHLORO-9-HYDROXYFLUORENE-9-CARBOXYLATE,,,
1438,Pesticides,ALKYL BENZYL GLYOXALIDINIUM CHLORIDE,,,
1439,Pesticides,POTASSIUM TOLUENE SULFONATE,,,
1441,Pesticides,VEGETABLE WAX,,,
1443,Pesticides,PETROLEUM JELLY,,,
1444,Pesticides,POLYOXYETHYLENE MIXED FATTY ACID ESTER,,,
1445,Pesticides,DINOSEB; SODIUM SALT,,,
1446,Pesticides,DODECYL DIMETHYL BENZYL AMMONIUM NAPHTHENATE,,,
1449,Pesticides,ZINC 2-MERCAPTOBENZOTHIAZOLE,,,
1450,Pesticides,TRANS-1;2-BIS (N-PROPYLSULFONYL) ETHENE,,,
1455,Pesticides,TETRACHLOROPHENOL; COCONUT AMINE SALT,,,
1457,Pesticides,COPPER BRONZE POWDER,,,
1459,Pesticides,FREON 12,,,
1460,Pesticides,TRICHLOROFLUOROMETHANE,,,
1461,Pesticides,PYRETHRUM NARC,,,
1462,Pesticides,TABU POWDER,,,
1463,Pesticides,WOOD POWDER,,,
1466,Pesticides,POLYVINYL PYRROLIDONE,,,
1470,Pesticides,SANTONIN,,,
1474,Pesticides,2;4;5-T; DIMETHYLAMINE SALT,,,
1478,Pesticides,ANETHOL,,,
1482,Pesticides,BUTYL ALCOHOL,,,
1485,Pesticides,PROFLAVINE DIHYDROCHLORIDE,,,
1486,Pesticides,CETYL PYRIDIUM BROMIDE,,,
1487,Pesticides,AMINACRINE HYDROCHLORIDE,,,
1489,Pesticides,SULFATHIAZONE; SODIUM SALT,,,
1492,Pesticides,QUININE HYDROCHLORIDE,,,
1499,Pesticides,TALLOW SOAP,,,
1501,Pesticides,DEHYDROACETIC ACID; SODIUM SALT,,,
1503,Pesticides,POLYOXYETHYLENE SORBITAN MONOOLEATE,,,
1507,Pesticides,ALKYLARYL POYLOXYETHYLENE ETHANOL,,,
1508,Pesticides,OIL OF SPEARMINT,,,
1510,Pesticides,SAFFLOWER OIL,,,
1511,Pesticides,HYDROXYETHYL CELLULOSE,,,
1512,Pesticides,CHLORMEQUAT CHLORIDE,,,
1514,Pesticides,EMULSIFIABLE POLYETHYLENE,EMULSIFIABLE A-C POLYETHYLENE,,Shortname
1517,Pesticides,OIL OF BERGAMOT,,,
1518,Pesticides,ALPHA-IONONE,,,
1520,Pesticides,LINEAR ALKYL SULFONATE,,,
1522,Pesticides,FURFURAL,,,
1523,Pesticides,PHOSACETIN,,,
1524,Pesticides,OIL OF CHENOPODIUM,,,
1532,Pesticides,SODIUM SULFATE,,,
1533,Pesticides,VINYL RESIN; SYNTHETIC,,,
1535,Pesticides,PHENYLMERCURIC LACTATE,,,
1538,Pesticides,POTASSIUM PARA-TERT-BUTYLPHENATE,,,
1540,Pesticides,SODIUM PARA-TERT-BUTYLPHENATE,,,
1541,Pesticides,SODIUM PARA-TERT-AMYLPHENATE,,,
1542,Pesticides,POTASSIUM ORTHO-CYCLOPENTYL-PARA-CHLOROPHENATE,,,
1543,Pesticides,SODIUM DI (MONOETHANOLAMINE) PHOSPHATE,,,
1550,Pesticides,4-CPA; DIETHANOLAMINE SALT,,,
1552,Pesticides,BENOMYL,,,
1556,Pesticides,SILVER IODIDE; COLLOIDAL,,,
1558,Pesticides,ALKYL IMIDAZOLINE MONOCARBOXYLATE; MONOSODIUM SALT,,,
1561,Pesticides,POLYISOBUTYLENE,,,
1562,Pesticides,BUTANE,,,
1563,Pesticides,METHIONINE,,,
1566,Pesticides,4 & 6 - CHLORO-2-PHENYLPHENOL,,,
1568,Pesticides,SODIUM N-ALKYL-N-PALMITOYL TAURATE-IODINE COMPLEX,,,
1569,Pesticides,SODIUM DODECYLBENZENE SULFONATE - IODINE COMPLEX,,,
1571,Pesticides,CALCIUM CARBIDE,,,
1572,Pesticides,PARA-CHLOROPHENOL,,,
1573,Pesticides,BROMACIL; LITHIUM SALT,,,
1574,Pesticides,PINE TAR,,,
1575,Pesticides,PIPERAZINE DIHYDROCHLORIDE,,,
1576,Pesticides,POLY(OXYETHYLENE) (DIMETHYLIMINO) ETHYLENE (DIMETHYLIMINO) ETHYLENE DICHLORIDE,,,
1577,Pesticides,WHEAT FLOUR,,,
1578,Pesticides,TETRALIN,,,
1579,Pesticides,TRISODIUM PHOSPHATE,,,
1582,Pesticides,ETHYLENE GLYCOL MONOMETHYL ETHER,,,
1583,Pesticides,TRIETHANOLAMINE ESTER OF FISH OIL ACIDS,,,
1585,Pesticides,POLYETHOXY POLYPROPOXY POLYETHOXY ETHANOL - IODINE COMPLEX,,,
