CELLNUM,REGION_ID,TRS,ZONE_IHM
12946,9,13S02E08,1
12945,9,13S02E08,1
12944,9,13S02E08,1
12943,9,13S02E17,1
12942,2,13S02E17,1
12941,2,13S02E17,1
12940,2,13S02E17,1
12939,2,13S02E17,1
12938,2,13S02E17,1
12937,2,13S02E18,1
12936,10,13S02E18,1
12935,10,13S02E18,1
12934,10,13S02E18,1
12933,10,13S02E18,1
12932,10,13S02E18,1
12931,10,13S02E18,1
12930,10,13S02E18,1
12929,10,13S02E18,1
13253,24,12S02E35,1
13252,5,12S02E35,1
13251,5,12S02E35,1
13250,5,12S02E35,1
13249,5,12S02E35,1
13248,5,12S02E35,1
13247,5,13S02E02,1
13246,5,13S02E03,1
13245,5,13S02E03,1
13244,5,13S02E03,1
13243,5,13S02E03,1
13242,5,13S02E03,1
13241,24,13S02E03,1
13221,24,13S02E08,1
13220,9,13S02E08,1
13219,9,13S02E08,1
13218,9,13S02E08,1
13217,9,13S02E08,1
13216,9,13S02E17,1
13215,9,13S02E17,1
13214,2,13S02E17,1
13213,2,13S02E17,1
13212,2,13S02E17,1
13211,2,13S02E17,1
13210,2,13S02E17,1
13209,2,13S02E17,1
13208,2,13S02E18,1
13207,2,13S02E18,1
13206,2,13S02E18,1
13205,10,13S02E18,1
13204,10,13S02E18,1
13203,10,13S02E18,1
13202,10,13S02E18,1
13201,10,13S02E18,1
13200,10,13S02E19,1
13526,24,12S02E35,1
13525,5,12S02E35,1
13524,5,12S02E35,1
13523,5,12S02E35,1
13522,5,12S02E35,1
13521,5,13S02E02,1
13520,5,13S02E02,1
13519,5,13S02E02,1
13518,5,13S02E02,1
13517,5,13S02E03,1
13516,5,13S02E03,1
13515,5,13S02E03,1
13514,5,13S02E03,1
13513,5,13S02E03,1
13512,24,13S02E03,1
13495,24,13S02E09,1
13494,24,13S02E09,1
13493,9,13S02E09,1
13492,9,13S02E08,1
13491,9,13S02E08,1
13490,9,13S02E08,1
13489,9,13S02E17,1
13488,2,13S02E17,1
13487,2,13S02E17,1
13486,2,13S02E17,1
13485,2,13S02E17,1
13484,2,13S02E17,1
13483,2,13S02E17,1
13482,2,13S02E17,1
13481,2,13S02E17,1
13480,2,13S02E17,1
13479,2,13S02E18,1
13478,2,13S02E18,1
13477,2,13S02E18,1
13476,10,13S02E18,1
13475,10,13S02E18,1
13474,10,13S02E18,1
13473,10,13S02E19,1
13472,10,13S02E19,1
13471,10,13S02E19,1
13470,10,13S02E19,1
13800,24,12S02E35,1
13799,24,12S02E35,1
13798,5,12S02E35,1
13797,5,12S02E35,1
13796,5,12S02E35,1
13795,5,12S02E35,1
13794,5,13S02E02,1
13793,5,13S02E02,1
13792,5,13S02E02,1
13791,5,13S02E02,1
13790,5,13S02E02,1
13789,5,13S02E03,1
13788,5,13S02E03,1
13787,5,13S02E03,1
13786,5,13S02E03,1
13785,5,13S02E03,1
13784,24,13S02E03,1
13769,24,13S02E09,1
13768,24,13S02E09,1
13767,9,13S02E09,1
13766,9,13S02E09,1
13765,9,13S02E09,1
13764,9,13S02E09,1
13763,9,13S02E08,1
13762,9,13S02E17,1
13761,9,13S02E17,1
13760,2,13S02E17,1
13759,2,13S02E17,1
13758,2,13S02E17,1
13757,2,13S02E17,1
13756,2,13S02E17,1
13755,2,13S02E17,1
13754,2,13S02E17,1
13753,2,13S02E17,1
13752,2,13S02E17,1
13751,2,13S02E17,1
13750,2,13S02E18,1
13749,2,13S02E18,1
13748,2,13S02E18,1
13747,10,13S02E18,1
13746,10,13S02E19,1
13745,10,13S02E19,1
13744,10,13S02E19,1
13743,10,13S02E19,1
13742,10,13S02E19,1
13741,10,13S02E19,1
14072,5,12S02E35,1
14071,5,12S02E35,1
14070,5,12S02E35,1
14069,5,12S02E35,1
14068,5,12S02E35,1
14067,5,13S02E02,1
14066,5,13S02E02,1
14065,5,13S02E02,1
14064,5,13S02E02,1
14063,5,13S02E02,1
14062,5,13S02E02,1
14061,5,13S02E02,1
14060,5,13S02E03,1
14059,5,13S02E03,1
14058,5,13S02E03,1
14057,5,13S02E03,1
14056,24,13S02E03,1
14041,24,13S02E09,1
14040,9,13S02E09,1
14039,9,13S02E09,1
14038,9,13S02E09,1
14037,9,13S02E09,1
14036,9,13S02E09,1
14035,9,13S02E16,1
14034,9,13S02E17,1
14033,9,13S02E17,1
14032,9,13S02E17,1
14031,2,13S02E17,1
14030,2,13S02E17,1
14029,2,13S02E17,1
14028,2,13S02E17,1
14027,2,13S02E17,1
14026,2,13S02E17,1
14025,2,13S02E17,1
14024,2,13S02E17,1
14023,2,13S02E17,1
14022,2,13S02E17,1
14021,2,13S02E18,1
14020,2,13S02E19,1
14019,10,13S02E19,1
14018,10,13S02E19,1
14017,10,13S02E19,1
14016,10,13S02E19,1
14015,2,13S02E19,1
14014,2,13S02E19,1
14013,2,13S02E19,1
14012,10,13S02E19,1
14011,10,13S02E19,1
14344,5,12S02E35,1
14343,5,12S02E35,1
14342,5,12S02E35,1
14341,5,12S02E35,1
14340,5,13S02E02,1
14339,5,13S02E02,1
14338,5,13S02E02,1
14337,5,13S02E02,1
14336,5,13S02E02,1
14335,5,13S02E02,1
14334,5,13S02E02,1
14333,5,13S02E02,1
14332,5,13S02E02,1
14331,5,13S02E03,1
14330,5,13S02E03,1
14329,5,13S02E03,1
14328,5,13S02E03,1
14327,24,13S02E03,1
14312,24,13S02E09,1
14311,9,13S02E09,1
14310,9,13S02E09,1
14309,9,13S02E16,1
14308,9,13S02E16,1
14307,9,13S02E16,1
14306,9,13S02E16,1
14305,9,13S02E17,1
14304,9,13S02E17,1
14303,2,13S02E17,1
14302,9,13S02E17,1
14301,9,13S02E17,1
14300,9,13S02E17,1
14299,9,13S02E17,1
14298,2,13S02E17,1
14297,2,13S02E17,1
14296,2,13S02E17,1
14295,2,13S02E17,1
14294,2,13S02E17,1
14293,2,13S02E20,1
14292,2,13S02E19,1
14291,2,13S02E19,1
14290,10,13S02E19,1
14289,2,13S02E19,1
14288,2,13S02E19,1
14287,2,13S02E19,1
14286,2,13S02E19,1
14285,2,13S02E19,1
14284,2,13S02E19,1
14283,10,13S02E19,1
14282,10,13S02E19,1
14616,5,12S02E36,1
14615,5,12S02E35,1
14614,5,12S02E35,1
14613,5,13S02E02,1
14612,5,13S02E02,1
14611,5,13S02E02,1
14610,5,13S02E02,1
14609,5,13S02E02,1
14608,5,13S02E02,1
14607,5,13S02E02,1
14606,5,13S02E02,1
14605,5,13S02E02,1
14604,5,13S02E02,1
14603,5,13S02E02,1
14602,5,13S02E03,1
14601,5,13S02E03,1
14600,5,13S02E03,1
14599,24,13S02E03,1
14584,24,13S02E09,1
14583,9,13S02E09,1
14582,9,13S02E16,1
14581,9,13S02E16,1
14580,9,13S02E16,1
14579,9,13S02E16,1
14578,9,13S02E16,1
14577,9,13S02E17,1
14576,9,13S02E17,1
14575,9,13S02E17,1
14574,9,13S02E17,1
14573,9,13S02E17,1
14572,9,13S02E17,1
14571,9,13S02E17,1
14570,2,13S02E17,1
14569,2,13S02E17,1
14568,2,13S02E17,1
14567,2,13S02E17,1
14566,2,13S02E20,1
14565,2,13S02E20,1
14564,2,13S02E19,1
14563,2,13S02E19,1
14562,2,13S02E19,1
14561,2,13S02E19,1
14560,2,13S02E19,1
14559,2,13S02E19,1
14558,2,13S02E19,1
14557,2,13S02E19,1
14556,2,13S02E19,1
14555,2,13S02E19,1
14554,10,13S02E19,1
14553,10,13S02E19,1
14889,24,12S02E36,1
14888,5,12S02E36,1
14887,5,13S02E01,1
14886,5,13S02E02,1
14885,5,13S02E02,1
14884,5,13S02E02,1
14883,5,13S02E02,1
14882,5,13S02E02,1
14881,5,13S02E02,1
14880,5,13S02E02,1
14879,5,13S02E02,1
14878,5,13S02E02,1
14877,5,13S02E02,1
14876,5,13S02E02,1
14875,5,13S02E02,1
14874,5,13S02E02,1
14873,5,13S02E03,1
14872,24,13S02E03,1
14855,24,13S02E16,1
14854,9,13S02E16,1
14853,9,13S02E16,1
14852,9,13S02E16,1
14851,9,13S02E16,1
14850,9,13S02E16,1
14849,9,13S02E16,1
14848,9,13S02E17,1
14847,9,13S02E17,1
14846,9,13S02E17,1
14845,9,13S02E17,1
14844,9,13S02E17,1
14843,9,13S02E17,1
14842,2,13S02E17,1
14841,2,13S02E17,1
14840,2,13S02E17,1
14839,2,13S02E20,1
14838,2,13S02E20,1
14837,2,13S02E20,1
14836,2,13S02E20,1
14835,2,13S02E19,1
14834,2,13S02E19,1
14833,2,13S02E19,1
14832,2,13S02E19,1
14831,2,13S02E19,1
14830,2,13S02E19,1
14829,2,13S02E19,1
14828,2,13S02E19,1
14827,2,13S02E19,1
14826,2,13S02E19,1
14825,2,13S02E19,1
14824,21,13S02E30,1
14823,21,13S02E30,1
15162,24,12S02E36,1
15161,5,12S02E36,1
15160,5,13S02E01,1
15159,5,13S02E01,1
15158,5,13S02E01,1
15157,5,13S02E02,1
15156,5,13S02E02,1
15155,5,13S02E02,1
15154,5,13S02E02,1
15153,5,13S02E02,1
15152,5,13S02E02,1
15151,5,13S02E02,1
15150,5,13S02E02,1
15149,5,13S02E02,1
15148,5,13S02E02,1
15147,5,13S02E02,1
15146,5,13S02E02,1
15145,5,13S02E02,1
15144,5,13S02E10,1
15143,5,13S02E10,1
15142,24,13S02E10,1
15129,24,13S02E09,1
15128,24,13S02E16,1
15127,24,13S02E16,1
15126,9,13S02E16,1
15125,9,13S02E16,1
15124,9,13S02E16,1
15123,9,13S02E16,1
15122,9,13S02E16,1
15121,9,13S02E16,1
15120,9,13S02E16,1
15119,9,13S02E17,1
15118,9,13S02E17,1
15117,9,13S02E17,1
15116,9,13S02E17,1
15115,2,13S02E17,1
15114,2,13S02E17,1
15113,2,13S02E17,1
15112,2,13S02E20,1
15111,2,13S02E20,1
15110,2,13S02E20,1
15109,2,13S02E20,1
15108,2,13S02E20,1
15107,2,13S02E20,1
15106,2,13S02E19,1
15105,2,13S02E19,1
15104,2,13S02E19,1
15103,2,13S02E19,1
15102,2,13S02E19,1
15101,2,13S02E19,1
15100,2,13S02E19,1
15099,2,13S02E19,1
15098,2,13S02E19,1
15097,2,13S02E30,1
15096,21,13S02E30,1
15095,21,13S02E30,1
15094,21,13S02E30,1
15435,24,12S02E36,1
15434,5,12S02E36,1
15433,5,13S02E01,1
15432,5,13S02E01,1
15431,5,13S02E01,1
15430,5,13S02E01,1
15429,5,13S02E01,1
15428,5,13S02E02,1
15427,5,13S02E02,1
15426,5,13S02E02,1
15425,5,13S02E02,1
15424,5,13S02E02,1
15423,5,13S02E02,1
15422,5,13S02E02,1
15421,5,13S02E02,1
15420,5,13S02E02,1
15419,5,13S02E02,1
15418,5,13S02E02,1
15417,5,13S02E11,1
15416,5,13S02E10,1
15415,5,13S02E10,1
15414,24,13S02E10,1
15413,24,13S02E10,1
15401,24,13S02E16,1
15400,9,13S02E16,1
15399,9,13S02E16,1
15398,9,13S02E16,1
15397,9,13S02E16,1
15396,9,13S02E16,1
15395,9,13S02E16,1
15394,9,13S02E16,1
15393,9,13S02E16,1
15392,9,13S02E16,1
15391,9,13S02E16,1
15390,9,13S02E17,1
15389,9,13S02E17,1
15388,2,13S02E17,1
15387,2,13S02E17,1
15386,2,13S02E20,1
15385,2,13S02E20,1
15384,2,13S02E20,1
15383,2,13S02E20,1
15382,2,13S02E20,1
15381,2,13S02E20,1
15380,2,13S02E20,1
15379,2,13S02E20,1
15378,2,13S02E20,1
15377,2,13S02E19,1
15376,2,13S02E19,1
15375,2,13S02E19,1
15374,2,13S02E19,1
15373,2,13S02E19,1
15372,2,13S02E19,1
15371,2,13S02E19,1
15370,2,13S02E30,1
15369,2,13S02E30,1
15368,2,13S02E30,1
15367,10,13S02E30,1
15366,10,13S02E30,1
15365,10,13S02E30,1
15724,24,12S03E30,1
15723,24,12S03E30,1
15722,24,12S03E31,1
15721,24,12S03E31,1
15720,24,12S03E31,1
15707,5,12S02E36,1
15706,5,13S02E01,1
15705,5,13S02E01,1
15704,5,13S02E01,1
15703,5,13S02E01,1
15702,5,13S02E01,1
15701,5,13S02E01,1
15700,5,13S02E01,1
15699,5,13S02E02,1
15698,5,13S02E02,1
15697,5,13S02E02,1
15696,5,13S02E02,1
15695,5,13S02E02,1
15694,5,13S02E02,1
15693,5,13S02E02,1
15692,5,13S02E02,1
15691,5,13S02E11,1
15690,5,13S02E11,1
15689,5,13S02E11,1
15688,5,13S02E11,1
15687,5,13S02E10,1
15686,5,13S02E10,1
15685,24,13S02E10,1
15673,24,13S02E16,1
15672,24,13S02E16,1
15671,9,13S02E16,1
15670,9,13S02E16,1
15669,9,13S02E16,1
15668,9,13S02E16,1
15667,9,13S02E16,1
15666,9,13S02E16,1
15665,9,13S02E16,1
15664,9,13S02E16,1
15663,9,13S02E16,1
15662,9,13S02E16,1
15661,9,13S02E17,1
15660,2,13S02E17,1
15659,2,13S02E20,1
15658,2,13S02E20,1
15657,2,13S02E20,1
15656,2,13S02E20,1
15655,2,13S02E20,1
15654,2,13S02E20,1
15653,2,13S02E20,1
15652,2,13S02E20,1
15651,2,13S02E20,1
15650,2,13S02E20,1
15649,2,13S02E20,1
15648,2,13S02E19,1
15647,2,13S02E19,1
15646,2,13S02E19,1
15645,2,13S02E19,1
15644,2,13S02E19,1
15643,2,13S02E30,1
15642,2,13S02E30,1
15641,2,13S02E30,1
15640,2,13S02E30,1
15639,10,13S02E30,1
15638,10,13S02E30,1
15637,10,13S02E30,1
15636,10,13S02E30,1
15635,10,13S01E25,1
15997,24,12S03E30,1
15996,6,12S03E30,1
15995,6,12S03E31,1
15994,6,12S03E31,1
15993,9,12S03E31,1
15992,24,12S03E31,1
15982,5,12S02E36,1
15981,5,12S02E36,1
15980,5,12S02E36,1
15979,5,13S02E01,1
15978,5,13S02E01,1
15977,5,13S02E01,1
15976,5,13S02E01,1
15975,5,13S02E01,1
15974,5,13S02E01,1
15973,5,13S02E01,1
15972,5,13S02E01,1
15971,5,13S02E02,1
15970,5,13S02E02,1
15969,5,13S02E02,1
15968,5,13S02E02,1
15967,5,13S02E02,1
15966,5,13S02E02,1
15965,5,13S02E02,1
15964,5,13S02E11,1
15963,5,13S02E11,1
15962,5,13S02E11,1
15961,5,13S02E11,1
15960,5,13S02E11,1
15959,5,13S02E11,1
15958,5,13S02E10,1
15957,24,13S02E10,1
15943,5,13S02E16,1
15942,9,13S02E16,1
15941,9,13S02E16,1
15940,9,13S02E16,1
15939,9,13S02E16,1
15938,9,13S02E16,1
15937,9,13S02E16,1
15936,9,13S02E16,1
15935,9,13S02E16,1
15934,9,13S02E16,1
15933,9,13S02E16,1
15932,2,13S02E20,1
15931,2,13S02E20,1
15930,2,13S02E20,1
15929,2,13S02E20,1
15928,2,13S02E20,1
15927,2,13S02E20,1
15926,2,13S02E20,1
15925,2,13S02E20,1
15924,2,13S02E20,1
15923,2,13S02E20,1
15922,2,13S02E20,1
15921,2,13S02E20,1
15920,2,13S02E20,1
15919,2,13S02E19,1
15918,2,13S02E19,1
15917,2,13S02E19,1
15916,2,13S02E30,1
15915,2,13S02E30,1
15914,2,13S02E30,1
15913,2,13S02E30,1
15912,2,13S02E30,1
15911,2,13S02E30,1
15910,10,13S02E30,1
15909,10,13S02E30,1
15908,10,13S02E30,1
15907,10,13S02E30,1
15906,10,13S01E25,1
16269,24,12S03E29,1
16268,6,12S03E31,1
16267,6,12S03E31,1
16266,6,12S03E31,1
16265,6,12S03E31,1
16264,6,12S03E31,1
16263,6,12S03E31,1
16262,6,12S03E31,1
16261,24,12S03E31,1
16257,24,12S03E31,1
16256,5,12S03E31,1
16255,5,12S02E36,1
16254,5,12S02E36,1
16253,5,13S02E01,1
16252,5,13S02E01,1
16251,5,13S02E01,1
16250,5,13S02E01,1
16249,5,13S02E01,1
16248,5,13S02E01,1
16247,5,13S02E01,1
16246,5,13S02E01,1
16245,5,13S02E01,1
16244,5,13S02E01,1
16243,5,13S02E01,1
16242,5,13S02E02,1
16241,5,13S02E02,1
16240,5,13S02E02,1
16239,5,13S02E02,1
16238,5,13S02E02,1
16237,5,13S02E11,1
16236,5,13S02E11,1
16235,5,13S02E11,1
16234,5,13S02E11,1
16233,5,13S02E11,1
16232,5,13S02E11,1
16231,5,13S02E11,1
16230,5,13S02E11,1
16229,24,13S02E10,1
16215,5,13S02E16,1
16214,5,13S02E16,1
16213,5,13S02E16,1
16212,5,13S02E16,1
16211,9,13S02E16,1
16210,9,13S02E16,1
16209,9,13S02E16,1
16208,9,13S02E16,1
16207,9,13S02E16,1
16206,9,13S02E16,1
16205,2,13S02E21,1
16204,2,13S02E20,1
16203,2,13S02E20,1
16202,2,13S02E20,1
16201,2,13S02E20,1
16200,2,13S02E20,1
16199,2,13S02E20,1
16198,2,13S02E20,1
16197,2,13S02E20,1
16196,2,13S02E20,1
16195,2,13S02E20,1
16194,2,13S02E20,1
16193,2,13S02E20,1
16192,2,13S02E20,1
16191,2,13S02E19,1
16190,2,13S02E30,1
16189,2,13S02E30,1
16188,2,13S02E30,1
16187,2,13S02E30,1
16186,2,13S02E30,1
16185,2,13S02E30,1
16184,2,13S02E30,1
16183,2,13S02E30,1
16182,2,13S02E30,1
16181,2,13S02E30,1
16180,10,13S02E30,1
16179,10,13S02E30,1
16178,10,13S02E30,1
16177,10,13S01E25,1
16541,24,12S03E32,1
16540,6,12S03E32,1
16539,6,12S03E31,1
16538,6,12S03E31,1
16537,6,12S03E31,1
16536,6,12S03E31,1
16535,6,12S03E31,1
16534,6,12S03E31,1
16533,24,12S03E31,1
16529,24,12S03E31,1
16528,5,12S03E31,1
16527,5,12S03E31,1
16526,5,13S02E01,1
16525,5,13S02E01,1
16524,5,13S02E01,1
16523,5,13S02E01,1
16522,5,13S02E01,1
16521,5,13S02E01,1
16520,5,13S02E01,1
16519,5,13S02E01,1
16518,5,13S02E01,1
16517,5,13S02E01,1
16516,5,13S02E01,1
16515,5,13S02E01,1
16514,5,13S02E01,1
16513,5,13S02E02,1
16512,5,13S02E02,1
16511,5,13S02E02,1
16510,5,13S02E11,1
16509,5,13S02E11,1
16508,5,13S02E11,1
16507,5,13S02E11,1
16506,5,13S02E11,1
16505,5,13S02E11,1
16504,5,13S02E11,1
16503,5,13S02E11,1
16502,5,13S02E11,1
16501,24,13S02E11,1
16500,24,13S02E10,1
16498,24,13S02E10,1
16497,24,13S02E10,1
16496,24,13S02E10,1
16495,24,13S02E10,1
16494,24,13S02E15,1
16487,24,13S02E16,1
16486,5,13S02E16,1
16485,5,13S02E16,1
16484,5,13S02E16,1
16483,5,13S02E16,1
16482,5,13S02E16,1
16481,2,13S02E16,1
16480,9,13S02E16,1
16479,9,13S02E16,1
16478,9,13S02E21,1
16477,2,13S02E21,1
16476,2,13S02E21,1
16475,2,13S02E20,1
16474,2,13S02E20,1
16473,2,13S02E20,1
16472,2,13S02E20,1
16471,2,13S02E20,1
16470,2,13S02E20,1
16469,2,13S02E20,1
16468,2,13S02E20,1
16467,2,13S02E20,1
16466,2,13S02E20,1
16465,2,13S02E20,1
16464,2,13S02E20,1
16463,2,13S02E29,1
16462,2,13S02E30,1
16461,2,13S02E30,1
16460,2,13S02E30,1
16459,2,13S02E30,1
16458,2,13S02E30,1
16457,2,13S02E30,1
16456,2,13S02E30,1
16455,2,13S02E30,1
16454,2,13S02E30,1
16453,2,13S02E30,1
16452,2,13S02E30,1
16451,2,13S02E30,1
16450,2,13S02E30,1
16449,10,13S01E25,1
16448,21,13S01E25,1
16814,24,12S03E32,1
16813,6,12S03E32,1
16812,6,12S03E32,1
16811,6,12S03E32,1
16810,6,12S03E31,1
16809,6,12S03E31,1
16808,6,12S03E31,1
16807,6,12S03E31,1
16806,6,12S03E31,1
16805,6,12S03E31,1
16804,24,12S03E31,1
16803,24,12S03E31,1
16802,24,12S03E31,1
16801,24,12S03E31,1
16800,5,12S03E31,1
16799,5,13S03E06,1
16798,5,13S03E06,1
16797,5,13S02E01,1
16796,5,13S02E01,1
16795,5,13S02E01,1
16794,5,13S02E01,1
16793,5,13S02E01,1
16792,5,13S02E01,1
16791,5,13S02E01,1
16790,5,13S02E01,1
16789,5,13S02E01,1
16788,5,13S02E01,1
16787,5,13S02E01,1
16786,5,13S02E01,1
16785,5,13S02E01,1
16784,5,13S02E02,1
16783,5,13S02E11,1
16782,5,13S02E11,1
16781,5,13S02E11,1
16780,5,13S02E11,1
16779,5,13S02E11,1
16778,5,13S02E11,1
16777,5,13S02E11,1
16776,5,13S02E11,1
16775,5,13S02E11,1
16774,5,13S02E11,1
16773,5,13S02E11,1
16772,5,13S02E11,1
16771,24,13S02E10,1
16770,5,13S02E10,1
16769,5,13S02E10,1
16768,5,13S02E10,1
16767,5,13S02E15,1
16766,24,13S02E15,1
16765,24,13S02E15,1
16762,24,13S02E15,1
16761,24,13S02E15,1
16760,24,13S02E15,1
16759,5,13S02E15,1
16758,5,13S02E16,1
16757,5,13S02E16,1
16756,5,13S02E16,1
16755,5,13S02E16,1
16754,5,13S02E16,1
16753,2,13S02E16,1
16752,2,13S02E21,1
16751,9,13S02E21,1
16750,9,13S02E21,1
16749,2,13S02E21,1
16748,2,13S02E21,1
16747,2,13S02E21,1
16746,2,13S02E20,1
16745,2,13S02E20,1
16744,2,13S02E20,1
16743,2,13S02E20,1
16742,2,13S02E20,1
16741,2,13S02E20,1
16740,2,13S02E20,1
16739,2,13S02E20,1
16738,2,13S02E20,1
16737,2,13S02E20,1
16736,2,13S02E29,1
16735,2,13S02E29,1
16734,2,13S02E29,1
16733,2,13S02E30,1
