CELLNUM,REGION_ID,TRS,ZONE_IHM
22460,2,13S02E27,1
22459,2,13S02E27,1
22458,2,13S02E34,1
22457,2,13S02E34,1
22456,2,13S02E34,1
22455,2,13S02E34,1
22454,3,13S02E34,1
22453,3,13S02E34,1
22452,3,13S02E33,1
22451,3,13S02E33,1
22450,3,13S02E33,1
22449,2,13S02E33,1
22448,2,13S02E33,1
22447,2,13S02E33,1
22446,2,13S02E33,1
22445,2,13S02E33,1
22444,2,13S02E33,1
22443,2,14S02E04,1
22442,2,14S02E04,1
22441,2,14S02E04,1
22440,2,14S02E05,1
22439,2,14S02E05,1
22438,2,14S02E05,1
22437,2,14S02E05,1
22436,2,14S02E05,1
22435,2,14S02E05,1
22434,2,14S02E05,1
22433,2,14S02E05,1
22432,2,14S02E05,1
22431,2,14S02E05,1
22430,2,14S02E05,1
22429,2,14S02E05,1
22428,2,14S02E05,1
22427,2,14S02E07,1
22426,2,14S02E07,1
22425,2,14S02E07,1
22424,1,14S02E07,1
22423,1,14S02E07,1
22422,2,14S02E07,1
22421,2,14S02E07,1
22420,2,14S02E07,1
22419,2,14S02E07,1
22418,2,14S02E07,1
22417,2,14S02E07,1
22416,2,14S02E07,1
22415,2,14S02E07,1
22414,2,14S01E12,1
22413,3,14S01E12,1
22412,3,14S01E13,1
22411,3,14S01E13,1
22410,3,14S01E13,1
22409,3,14S01E13,1
22408,3,14S01E13,1
22798,24,13S03E04,1
22797,6,13S03E04,1
22796,6,13S03E04,1
22795,6,13S03E04,1
22794,6,13S03E09,1
22793,6,13S03E09,1
22792,6,13S03E09,1
22791,6,13S03E09,1
22790,6,13S03E09,1
22789,6,13S03E08,1
22788,6,13S03E08,1
22787,6,13S03E08,1
22786,6,13S03E08,1
22785,5,13S03E08,1
22784,5,13S03E08,1
22783,5,13S03E08,1
22782,5,13S03E08,1
22781,5,13S03E08,1
22780,5,13S03E08,1
22779,5,13S03E08,1
22778,5,13S03E17,1
22777,5,13S03E17,1
22776,5,13S03E18,1
22775,5,13S03E18,1
22774,5,13S03E18,1
22773,5,13S03E18,1
22772,5,13S03E18,1
22771,5,13S03E18,1
22770,5,13S03E18,1
22769,5,13S03E18,1
22768,5,13S03E18,1
22767,5,13S03E18,1
22766,5,13S03E18,1
22765,5,13S03E18,1
22764,5,13S03E18,1
22763,5,13S03E18,1
22762,5,13S02E24,1
22761,5,13S02E24,1
22760,5,13S02E24,1
22759,5,13S02E24,1
22758,5,13S02E24,1
22757,5,13S02E24,1
22756,5,13S02E24,1
22755,5,13S02E24,1
22754,5,13S02E24,1
22753,5,13S02E24,1
22752,5,13S02E24,1
22751,5,13S02E24,1
22750,5,13S02E24,1
22749,5,13S02E23,1
22748,5,13S02E23,1
22747,5,13S02E26,1
22746,5,13S02E26,1
22745,5,13S02E26,1
22744,5,13S02E26,1
22743,5,13S02E26,1
22742,5,13S02E26,1
22741,5,13S02E26,1
22740,5,13S02E26,1
22739,5,13S02E26,1
22738,5,13S02E26,1
22737,5,13S02E27,1
22736,5,13S02E27,1
22735,9,13S02E27,1
22734,9,13S02E27,1
22733,2,13S02E27,1
22732,2,13S02E27,1
22731,2,13S02E34,1
22730,2,13S02E34,1
22729,2,13S02E34,1
22728,2,13S02E34,1
22727,3,13S02E34,1
22726,3,13S02E34,1
22725,3,13S02E34,1
22724,3,13S02E33,1
22723,3,13S02E33,1
22722,3,13S02E33,1
22721,2,13S02E33,1
22720,2,13S02E33,1
22719,2,13S02E33,1
22718,2,13S02E33,1
22717,2,14S02E04,1
22716,2,14S02E04,1
22715,2,14S02E04,1
22714,2,14S02E04,1
22713,2,14S02E04,1
22712,2,14S02E04,1
22711,2,14S02E05,1
22710,2,14S02E05,1
22709,2,14S02E05,1
22708,2,14S02E05,1
22707,2,14S02E05,1
22706,2,14S02E05,1
22705,2,14S02E05,1
22704,2,14S02E05,1
22703,2,14S02E05,1
22702,2,14S02E05,1
22701,2,14S02E08,1
22700,2,14S02E08,1
22699,2,14S02E08,1
22698,2,14S02E07,1
22697,2,14S02E07,1
22696,1,14S02E07,1
22695,1,14S02E07,1
22694,2,14S02E07,1
22693,2,14S02E07,1
22692,2,14S02E07,1
22691,2,14S02E07,1
22690,2,14S02E07,1
22689,2,14S02E07,1
22688,2,14S02E07,1
22687,2,14S02E07,1
22686,2,14S02E07,1
22685,2,14S01E13,1
22684,3,14S01E13,1
22683,3,14S01E13,1
22682,3,14S01E13,1
22681,3,14S01E13,1
22680,3,14S01E13,1
22679,3,14S01E13,1
23072,24,13S03E04,1
23071,6,13S03E04,1
23070,6,13S03E04,1
23069,6,13S03E04,1
23068,6,13S03E04,1
23067,6,13S03E09,1
23066,6,13S03E09,1
23065,6,13S03E09,1
23064,6,13S03E09,1
23063,6,13S03E09,1
23062,6,13S03E09,1
23061,6,13S03E09,1
23060,6,13S03E08,1
23059,6,13S03E08,1
23058,6,13S03E08,1
23057,5,13S03E08,1
23056,5,13S03E08,1
23055,5,13S03E08,1
23054,5,13S03E08,1
23053,5,13S03E08,1
23052,5,13S03E08,1
23051,5,13S03E17,1
23050,5,13S03E17,1
23049,5,13S03E17,1
23048,5,13S03E17,1
23047,5,13S03E18,1
23046,5,13S03E18,1
23045,5,13S03E18,1
23044,5,13S03E18,1
23043,5,13S03E18,1
23042,5,13S03E18,1
23041,5,13S03E18,1
23040,5,13S03E18,1
23039,5,13S03E18,1
23038,5,13S03E18,1
23037,5,13S03E18,1
23036,5,13S03E18,1
23035,5,13S03E19,1
23034,5,13S03E19,1
23033,5,13S02E24,1
23032,5,13S02E24,1
23031,5,13S02E24,1
23030,5,13S02E24,1
23029,5,13S02E24,1
23028,5,13S02E24,1
23027,5,13S02E24,1
23026,5,13S02E24,1
23025,5,13S02E24,1
23024,5,13S02E24,1
23023,5,13S02E24,1
23022,5,13S02E24,1
23021,5,13S02E23,1
23020,5,13S02E26,1
23019,5,13S02E26,1
23018,5,13S02E26,1
23017,5,13S02E26,1
23016,5,13S02E26,1
23015,5,13S02E26,1
23014,5,13S02E26,1
23013,5,13S02E26,1
23012,5,13S02E26,1
23011,5,13S02E26,1
23010,5,13S02E26,1
23009,5,13S02E26,1
23008,5,13S02E27,1
23007,9,13S02E27,1
23006,9,13S02E27,1
23005,2,13S02E27,1
23004,2,13S02E34,1
23003,2,13S02E34,1
23002,2,13S02E34,1
23001,2,13S02E34,1
23000,3,13S02E34,1
22999,3,13S02E34,1
22998,3,13S02E34,1
22997,3,13S02E34,1
22996,3,13S02E34,1
22995,3,13S02E33,1
22994,2,13S02E33,1
22993,2,13S02E33,1
22992,2,13S02E33,1
22991,2,13S02E33,1
22990,2,14S02E04,1
22989,2,14S02E04,1
22988,2,14S02E04,1
22987,2,14S02E04,1
22986,2,14S02E04,1
22985,2,14S02E04,1
22984,2,14S02E04,1
22983,2,14S02E04,1
22982,2,14S02E05,1
22981,2,14S02E05,1
22980,2,14S02E05,1
22979,2,14S02E05,1
22978,2,14S02E05,1
22977,2,14S02E05,1
22976,2,14S02E05,1
22975,2,14S02E05,1
22974,2,14S02E08,1
22973,2,14S02E08,1
22972,2,14S02E08,1
22971,1,14S02E08,1
22970,1,14S02E08,1
22969,1,14S02E07,1
22968,1,14S02E07,1
22967,2,14S02E07,1
22966,2,14S02E07,1
22965,2,14S02E07,1
22964,2,14S02E07,1
22963,2,14S02E07,1
22962,2,14S02E07,1
22961,2,14S02E07,1
22960,2,14S02E07,1
22959,2,14S02E07,1
22958,2,14S02E18,1
22957,2,14S02E18,1
22956,2,14S01E13,1
22955,3,14S01E13,1
22954,3,14S01E13,1
22953,3,14S01E13,1
22952,3,14S01E13,1
22951,3,14S01E13,1
22950,3,14S01E13,1
23349,24,13S03E03,1
23348,24,13S03E03,1
23347,6,13S03E03,1
23346,6,13S03E03,1
23345,24,13S03E03,1
23344,6,13S03E04,1
23343,6,13S03E04,1
23342,6,13S03E04,1
23341,6,13S03E04,1
23340,6,13S03E09,1
23339,6,13S03E09,1
23338,6,13S03E09,1
23337,6,13S03E09,1
23336,6,13S03E09,1
23335,6,13S03E09,1
23334,6,13S03E09,1
23333,6,13S03E09,1
23332,6,13S03E09,1
23331,6,13S03E08,1
23330,6,13S03E08,1
23329,5,13S03E08,1
23328,5,13S03E08,1
23327,5,13S03E08,1
23326,5,13S03E08,1
23325,5,13S03E08,1
23324,5,13S03E17,1
23323,5,13S03E17,1
23322,5,13S03E17,1
23321,5,13S03E17,1
23320,5,13S03E17,1
23319,5,13S03E17,1
23318,5,13S03E18,1
23317,5,13S03E18,1
23316,5,13S03E18,1
23315,5,13S03E18,1
23314,5,13S03E18,1
23313,5,13S03E18,1
23312,5,13S03E18,1
23311,5,13S03E18,1
23310,5,13S03E18,1
23309,5,13S03E19,1
23308,5,13S03E19,1
23307,5,13S03E19,1
23306,5,13S03E19,1
23305,5,13S02E24,1
23304,5,13S02E24,1
23303,5,13S02E24,1
23302,5,13S02E24,1
23301,5,13S02E24,1
23300,5,13S02E24,1
23299,5,13S02E24,1
23298,5,13S02E24,1
23297,5,13S02E24,1
23296,5,13S02E24,1
23295,5,13S02E24,1
23294,5,13S02E24,1
23293,5,13S02E25,1
23292,5,13S02E26,1
23291,5,13S02E26,1
23290,5,13S02E26,1
23289,5,13S02E26,1
23288,5,13S02E26,1
23287,5,13S02E26,1
23286,5,13S02E26,1
23285,5,13S02E26,1
23284,10,13S02E26,1
23283,5,13S02E26,1
23282,5,13S02E26,1
23281,5,13S02E26,1
23280,5,13S02E26,1
23279,9,13S02E27,1
23278,9,13S02E27,1
23277,2,13S02E34,1
23276,2,13S02E34,1
23275,10,13S02E34,1
23274,10,13S02E34,1
23273,10,13S02E34,1
23272,10,13S02E34,1
23271,3,13S02E34,1
23270,3,13S02E34,1
23269,3,13S02E34,1
23268,3,13S02E34,1
23267,3,13S02E34,1
23266,2,13S02E33,1
23265,2,13S02E33,1
23264,2,13S02E33,1
23263,2,14S02E04,1
23262,2,14S02E04,1
23261,2,14S02E04,1
23260,2,14S02E04,1
23259,2,14S02E04,1
23258,2,14S02E04,1
23257,2,14S02E04,1
23256,2,14S02E04,1
23255,2,14S02E04,1
23254,2,14S02E04,1
23253,2,14S02E05,1
23252,2,14S02E05,1
23251,2,14S02E05,1
23250,2,14S02E05,1
23249,2,14S02E05,1
23248,2,14S02E05,1
23247,2,14S02E08,1
23246,2,14S02E08,1
23245,2,14S02E08,1
23244,2,14S02E08,1
23243,2,14S02E08,1
23242,1,14S02E08,1
23241,1,14S02E08,1
23240,2,14S02E07,1
23239,2,14S02E07,1
23238,2,14S02E07,1
23237,2,14S02E07,1
23236,2,14S02E07,1
23235,2,14S02E07,1
23234,2,14S02E07,1
23233,2,14S02E07,1
23232,2,14S02E18,1
23231,2,14S02E18,1
23230,2,14S02E18,1
23229,2,14S02E18,1
23228,2,14S02E18,1
23227,2,14S01E13,1
23226,3,14S01E13,1
23225,3,14S01E13,1
23224,3,14S01E13,1
23223,3,14S01E13,1
23222,3,14S01E13,1
23221,3,14S01E13,1
23620,24,13S03E03,1
23619,6,13S03E03,1
23618,6,13S03E03,1
23617,6,13S03E03,1
23616,6,13S03E03,1
23615,6,13S03E04,1
23614,6,13S03E04,1
23613,6,13S03E09,1
23612,6,13S03E09,1
23611,6,13S03E09,1
23610,6,13S03E09,1
23609,6,13S03E09,1
23608,6,13S03E09,1
23607,6,13S03E09,1
23606,6,13S03E09,1
23605,6,13S03E09,1
23604,6,13S03E09,1
23603,6,13S03E08,1
23602,6,13S03E08,1
23601,5,13S03E08,1
23600,5,13S03E08,1
23599,5,13S03E08,1
23598,5,13S03E17,1
23597,5,13S03E17,1
23596,5,13S03E17,1
23595,5,13S03E17,1
23594,5,13S03E17,1
23593,5,13S03E17,1
23592,5,13S03E17,1
23591,5,13S03E17,1
23590,5,13S03E17,1
23589,5,13S03E18,1
23588,5,13S03E18,1
23587,5,13S03E18,1
23586,5,13S03E18,1
23585,5,13S03E18,1
23584,5,13S03E18,1
23583,5,13S03E18,1
23582,5,13S03E19,1
23581,5,13S03E19,1
23580,5,13S03E19,1
23579,5,13S03E19,1
23578,5,13S03E19,1
23577,5,13S03E19,1
23576,5,13S02E24,1
23575,5,13S02E24,1
23574,5,13S02E24,1
23573,5,13S02E24,1
23572,5,13S02E24,1
23571,5,13S02E24,1
23570,5,13S02E24,1
23569,5,13S02E24,1
23568,5,13S02E24,1
23567,5,13S02E24,1
23566,5,13S02E25,1
23565,5,13S02E25,1
23564,5,13S02E25,1
23563,5,13S02E26,1
23562,5,13S02E26,1
23561,5,13S02E26,1
23560,5,13S02E26,1
23559,5,13S02E26,1
23558,5,13S02E26,1
23557,9,13S02E26,1
23556,10,13S02E26,1
23555,10,13S02E26,1
23554,5,13S02E26,1
23553,5,13S02E26,1
23552,5,13S02E26,1
23551,10,13S02E26,1
23550,10,13S02E34,1
23549,10,13S02E34,1
23548,10,13S02E34,1
23547,10,13S02E34,1
23546,10,13S02E34,1
23545,10,13S02E34,1
23544,10,13S02E34,1
23543,3,13S02E34,1
23542,3,13S02E34,1
23541,3,13S02E34,1
23540,3,13S02E34,1
23539,3,13S02E34,1
23538,2,13S02E34,1
23537,2,13S02E33,1
23536,2,14S02E04,1
23535,2,14S02E04,1
23534,2,14S02E04,1
23533,2,14S02E04,1
23532,2,14S02E04,1
23531,2,14S02E04,1
23530,2,14S02E04,1
23529,2,14S02E04,1
23528,2,14S02E04,1
23527,2,14S02E04,1
23526,2,14S02E04,1
23525,2,14S02E05,1
23524,2,14S02E05,1
23523,2,14S02E05,1
23522,2,14S02E05,1
23521,2,14S02E05,1
23520,2,14S02E08,1
23519,2,14S02E08,1
23518,2,14S02E08,1
23517,2,14S02E08,1
23516,2,14S02E08,1
23515,1,14S02E08,1
23514,1,14S02E08,1
23513,2,14S02E08,1
23512,2,14S02E07,1
23511,2,14S02E07,1
23510,2,14S02E07,1
23509,2,14S02E07,1
23508,2,14S02E07,1
23507,11,14S02E07,1
23506,11,14S02E07,1
23505,2,14S02E18,1
23504,2,14S02E18,1
23503,2,14S02E18,1
23502,2,14S02E18,1
23501,2,14S02E18,1
23500,2,14S02E18,1
23499,2,14S02E18,1
23498,2,14S01E13,1
23497,3,14S01E13,1
23496,3,14S01E13,1
23495,3,14S01E13,1
23494,3,14S01E13,1
23493,3,14S01E13,1
23492,3,14S01E13,1
23892,24,13S03E03,1
23891,6,13S03E03,1
23890,6,13S03E03,1
23889,6,13S03E03,1
23888,6,13S03E03,1
23887,6,13S03E10,1
23886,6,13S03E09,1
23885,6,13S03E09,1
23884,6,13S03E09,1
23883,6,13S03E09,1
23882,6,13S03E09,1
23881,6,13S03E09,1
23880,6,13S03E09,1
23879,6,13S03E09,1
23878,6,13S03E09,1
23877,6,13S03E09,1
23876,6,13S03E09,1
23875,6,13S03E09,1
23874,6,13S03E08,1
23873,5,13S03E08,1
23872,5,13S03E08,1
23871,5,13S03E17,1
23870,5,13S03E17,1
23869,5,13S03E17,1
23868,5,13S03E17,1
23867,5,13S03E17,1
23866,5,13S03E17,1
23865,5,13S03E17,1
23864,5,13S03E17,1
23863,5,13S03E17,1
23862,5,13S03E17,1
23861,5,13S03E17,1
23860,5,13S03E18,1
23859,5,13S03E18,1
23858,5,13S03E18,1
23857,5,13S03E18,1
23856,5,13S03E18,1
23855,5,13S03E19,1
23854,5,13S03E19,1
23853,5,13S03E19,1
23852,5,13S03E19,1
23851,5,13S03E19,1
23850,5,13S03E19,1
23849,5,13S03E19,1
23848,5,13S03E19,1
23847,5,13S02E24,1
23846,5,13S02E24,1
23845,5,13S02E24,1
23844,5,13S02E24,1
23843,5,13S02E24,1
23842,5,13S02E24,1
23841,5,13S02E24,1
23840,5,13S02E24,1
23839,5,13S02E25,1
23838,5,13S02E25,1
23837,5,13S02E25,1
23836,5,13S02E25,1
23835,5,13S02E25,1
23834,5,13S02E26,1
23833,5,13S02E26,1
23832,5,13S02E26,1
23831,5,13S02E26,1
23830,9,13S02E26,1
23829,9,13S02E26,1
23828,9,13S02E26,1
23827,10,13S02E26,1
23826,5,13S02E26,1
23825,5,13S02E26,1
23824,5,13S02E35,1
23823,5,13S02E35,1
23822,10,13S02E34,1
23821,10,13S02E34,1
23820,10,13S02E34,1
23819,10,13S02E34,1
23818,10,13S02E34,1
23817,10,13S02E34,1
23816,10,13S02E34,1
23815,10,13S02E34,1
23814,3,13S02E34,1
23813,3,13S02E34,1
23812,3,13S02E34,1
23811,3,13S02E34,1
23810,2,13S02E34,1
23809,2,14S02E03,1
23808,2,14S02E04,1
23807,2,14S02E04,1
23806,2,14S02E04,1
23805,2,14S02E04,1
23804,2,14S02E04,1
23803,2,14S02E04,1
23802,2,14S02E04,1
23801,2,14S02E04,1
23800,2,14S02E04,1
23799,2,14S02E04,1
23798,2,14S02E04,1
23797,2,14S02E04,1
23796,2,14S02E05,1
23795,2,14S02E05,1
23794,2,14S02E05,1
23793,2,14S02E08,1
23792,2,14S02E08,1
23791,2,14S02E08,1
23790,2,14S02E08,1
23789,2,14S02E08,1
23788,1,14S02E08,1
23787,2,14S02E08,1
23786,2,14S02E08,1
23785,2,14S02E08,1
23784,2,14S02E08,1
23783,2,14S02E07,1
23782,2,14S02E07,1
23781,2,14S02E07,1
23780,11,14S02E07,1
23779,11,14S02E07,1
23778,11,14S02E18,1
23777,11,14S02E18,1
23776,2,14S02E18,1
23775,2,14S02E18,1
23774,2,14S02E18,1
23773,2,14S02E18,1
23772,2,14S02E18,1
23771,2,14S02E18,1
23770,2,14S02E18,1
23769,2,14S01E13,1
23768,3,14S01E13,1
23767,3,14S01E13,1
23766,3,14S01E13,1
23765,3,14S01E13,1
23764,3,14S01E13,1
23763,3,14S01E13,1
24164,24,13S03E03,1
24163,6,13S03E03,1
24162,6,13S03E03,1
24161,6,13S03E03,1
24160,6,13S03E10,1
24159,6,13S03E10,1
24158,6,13S03E09,1
24157,6,13S03E09,1
24156,6,13S03E09,1
24155,6,13S03E09,1
24154,6,13S03E09,1
24153,6,13S03E09,1
24152,6,13S03E09,1
24151,6,13S03E09,1
24150,6,13S03E09,1
24149,6,13S03E09,1
24148,6,13S03E09,1
24147,6,13S03E09,1
24146,6,13S03E09,1
24145,5,13S03E08,1
24144,5,13S03E17,1
24143,5,13S03E17,1
24142,5,13S03E17,1
24141,5,13S03E17,1
24140,5,13S03E17,1
24139,5,13S03E17,1
24138,5,13S03E17,1
24137,5,13S03E17,1
24136,5,13S03E17,1
24135,5,13S03E17,1
24134,5,13S03E17,1
24133,5,13S03E17,1
24132,5,13S03E18,1
24131,5,13S03E18,1
24130,5,13S03E18,1
24129,5,13S03E18,1
24128,5,13S03E19,1
24127,5,13S03E19,1
24126,5,13S03E19,1
24125,5,13S03E19,1
24124,5,13S03E19,1
24123,5,13S03E19,1
24122,5,13S03E19,1
24121,5,13S03E19,1
24120,5,13S03E19,1
24119,5,13S03E19,1
24118,5,13S02E24,1
24117,5,13S02E24,1
24116,5,13S02E24,1
24115,5,13S02E24,1
24114,5,13S02E24,1
24113,5,13S02E25,1
24112,5,13S02E25,1
24111,5,13S02E25,1
24110,5,13S02E25,1
24109,5,13S02E25,1
24108,5,13S02E25,1
24107,5,13S02E25,1
24106,5,13S02E25,1
24105,5,13S02E26,1
24104,5,13S02E26,1
24103,9,13S02E26,1
24102,9,13S02E26,1
24101,9,13S02E26,1
24100,9,13S02E26,1
24099,10,13S02E26,1
24098,10,13S02E26,1
24097,10,13S02E35,1
24096,10,13S02E35,1
24095,10,13S02E35,1
24094,10,13S02E35,1
24093,10,13S02E34,1
24092,10,13S02E34,1
24091,10,13S02E34,1
24090,10,13S02E34,1
24089,10,13S02E34,1
24088,10,13S02E34,1
24087,2,13S02E34,1
24086,3,13S02E34,1
24085,3,13S02E34,1
24084,3,13S02E34,1
24083,3,13S02E34,1
24082,2,14S02E03,1
24081,2,14S02E03,1
24080,2,14S02E03,1
24079,2,14S02E04,1
24078,2,14S02E04,1
24077,2,14S02E04,1
24076,2,14S02E04,1
24075,2,14S02E04,1
24074,2,14S02E04,1
24073,2,14S02E04,1
24072,2,14S02E04,1
24071,2,14S02E04,1
24070,2,14S02E04,1
24069,2,14S02E04,1
24068,2,14S02E04,1
24067,2,14S02E05,1
24066,2,14S02E08,1
24065,2,14S02E08,1
24064,2,14S02E08,1
24063,2,14S02E08,1
24062,2,14S02E08,1
24061,1,14S02E08,1
24060,2,14S02E08,1
24059,2,14S02E08,1
24058,2,14S02E08,1
24057,2,14S02E08,1
24056,2,14S02E08,1
24055,2,14S02E08,1
24054,2,14S02E07,1
24053,2,14S02E07,1
24052,11,14S02E07,1
24051,11,14S02E18,1
24050,11,14S02E18,1
24049,11,14S02E18,1
24048,11,14S02E18,1
24047,11,14S02E18,1
24046,2,14S02E18,1
24045,2,14S02E18,1
24044,2,14S02E18,1
24043,2,14S02E18,1
24042,2,14S02E18,1
24041,2,14S01E13,1
24040,2,14S01E13,1
24039,3,14S01E13,1
24038,3,14S01E13,1
24037,3,14S01E13,1
24036,3,14S01E13,1
24035,3,14S01E24,1
24034,3,14S01E24,1
24435,24,13S03E03,1
24434,6,13S03E03,1
24433,6,13S03E10,1
24432,6,13S03E10,1
24431,6,13S03E10,1
24430,6,13S03E10,1
24429,6,13S03E09,1
24428,6,13S03E09,1
24427,6,13S03E09,1
24426,6,13S03E09,1
24425,6,13S03E09,1
24424,6,13S03E09,1
24423,6,13S03E09,1
24422,6,13S03E09,1
24421,6,13S03E09,1
24420,6,13S03E09,1
24419,6,13S03E09,1
24418,6,13S03E09,1
24417,5,13S03E16,1
24416,5,13S03E17,1
24415,5,13S03E17,1
24414,5,13S03E17,1
24413,5,13S03E17,1
24412,5,13S03E17,1
24411,5,13S03E17,1
24410,5,13S03E17,1
24409,5,13S03E17,1
24408,5,13S03E17,1
24407,5,13S03E17,1
24406,5,13S03E17,1
24405,5,13S03E17,1
24404,5,13S03E17,1
24403,5,13S03E18,1
24402,5,13S03E18,1
24401,5,13S03E19,1
24400,5,13S03E19,1
24399,5,13S03E19,1
24398,5,13S03E19,1
24397,5,13S03E19,1
24396,5,13S03E19,1
24395,5,13S03E19,1
24394,5,13S03E19,1
24393,5,13S03E19,1
24392,5,13S03E19,1
24391,5,13S03E19,1
24390,5,13S03E19,1
24389,5,13S02E24,1
24388,5,13S02E24,1
24387,5,13S02E24,1
24386,5,13S02E25,1
24385,5,13S02E25,1
24384,5,13S02E25,1
24383,5,13S02E25,1
24382,5,13S02E25,1
24381,5,13S02E25,1
24380,5,13S02E25,1
24379,5,13S02E25,1
24378,5,13S02E25,1
24377,5,13S02E25,1
24376,5,13S02E26,1
24375,9,13S02E26,1
24374,9,13S02E26,1
24373,9,13S02E26,1
24372,9,13S02E26,1
24371,10,13S02E26,1
24370,10,13S02E35,1
24369,10,13S02E35,1
24368,10,13S02E35,1
24367,10,13S02E35,1
24366,10,13S02E35,1
24365,10,13S02E35,1
24364,10,13S02E34,1
24363,2,13S02E34,1
24362,10,13S02E34,1
24361,2,13S02E34,1
24360,2,13S02E34,1
24359,2,13S02E34,1
24358,2,13S02E34,1
24357,3,13S02E34,1
24356,3,14S02E03,1
24355,2,14S02E03,1
24354,2,14S02E03,1
24353,2,14S02E03,1
24352,2,14S02E03,1
24351,2,14S02E03,1
24350,2,14S02E04,1
24349,2,14S02E04,1
24348,2,14S02E04,1
24347,2,14S02E04,1
24346,2,14S02E04,1
24345,2,14S02E04,1
24344,2,14S02E04,1
24343,2,14S02E04,1
24342,2,14S02E04,1
24341,2,14S02E04,1
24340,2,14S02E09,1
24339,2,14S02E09,1
24338,2,14S02E08,1
24337,2,14S02E08,1
24336,2,14S02E08,1
24335,2,14S02E08,1
24334,2,14S02E08,1
24333,1,14S02E08,1
24332,2,14S02E08,1
24331,2,14S02E08,1
24330,2,14S02E08,1
24329,2,14S02E08,1
24328,2,14S02E08,1
24327,2,14S02E08,1
24326,2,14S02E08,1
24325,2,14S02E07,1
24324,11,14S02E18,1
24323,11,14S02E18,1
24322,11,14S02E18,1
24321,11,14S02E18,1
24320,11,14S02E18,1
24319,11,14S02E18,1
24318,11,14S02E18,1
24317,11,14S02E18,1
24316,11,14S02E18,1
24315,2,14S02E18,1
24314,2,14S02E18,1
24313,2,14S02E18,1
24312,11,14S01E13,1
24311,11,14S01E13,1
24310,3,14S01E13,1
24309,3,14S01E24,1
24308,3,14S01E24,1
24307,3,14S01E24,1
24306,3,14S01E24,1
24305,3,14S01E24,1
24708,24,13S03E03,1
24707,24,13S03E03,1
24706,6,13S03E10,1
24705,6,13S03E10,1
24704,6,13S03E10,1
24703,6,13S03E10,1
24702,6,13S03E10,1
24701,6,13S03E10,1
24700,6,13S03E09,1
24699,6,13S03E09,1
24698,6,13S03E09,1
24697,6,13S03E09,1
24696,6,13S03E09,1
24695,6,13S03E09,1
24694,6,13S03E09,1
24693,6,13S03E09,1
24692,6,13S03E09,1
24691,6,13S03E09,1
24690,6,13S03E16,1
24689,5,13S03E16,1
24688,5,13S03E16,1
24687,5,13S03E17,1
24686,5,13S03E17,1
24685,5,13S03E17,1
24684,5,13S03E17,1
24683,5,13S03E17,1
24682,5,13S03E17,1
24681,5,13S03E17,1
24680,5,13S03E17,1
24679,5,13S03E17,1
24678,5,13S03E17,1
24677,5,13S03E17,1
24676,5,13S03E17,1
24675,5,13S03E20,1
24674,5,13S03E19,1
24673,5,13S03E19,1
24672,5,13S03E19,1
24671,5,13S03E19,1
24670,5,13S03E19,1
24669,5,13S03E19,1
24668,5,13S03E19,1
24667,5,13S03E19,1
24666,5,13S03E19,1
24665,5,13S03E19,1
24664,5,13S03E19,1
24663,5,13S03E19,1
24662,5,13S03E19,1
24661,5,13S03E19,1
24660,5,13S02E24,1
24659,5,13S02E25,1
24658,5,13S02E25,1
24657,5,13S02E25,1
24656,5,13S02E25,1
24655,5,13S02E25,1
24654,5,13S02E25,1
24653,5,13S02E25,1
24652,9,13S02E25,1
24651,9,13S02E25,1
24650,5,13S02E25,1
24649,9,13S02E25,1
24648,9,13S02E26,1
24647,9,13S02E26,1
24646,9,13S02E26,1
24645,9,13S02E26,1
24644,9,13S02E26,1
24643,9,13S02E35,1
24642,10,13S02E35,1
24641,10,13S02E35,1
24640,10,13S02E35,1
24639,10,13S02E35,1
24638,10,13S02E35,1
24637,10,13S02E35,1
24636,10,13S02E35,1
24635,2,13S02E34,1
24634,2,13S02E34,1
24633,2,13S02E34,1
24632,2,13S02E34,1
24631,2,13S02E34,1
24630,2,13S02E34,1
24629,2,14S02E03,1
24628,2,14S02E03,1
24627,2,14S02E03,1
24626,2,14S02E03,1
24625,2,14S02E03,1
24624,2,14S02E03,1
24623,2,14S02E03,1
24622,2,14S02E04,1
24621,2,14S02E04,1
24620,2,14S02E04,1
24619,2,14S02E04,1
24618,2,14S02E04,1
24617,2,14S02E04,1
24616,2,14S02E04,1
24615,2,14S02E04,1
24614,2,14S02E04,1
24613,2,14S02E09,1
24612,2,14S02E09,1
24611,2,14S02E09,1
24610,2,14S02E09,1
24609,2,14S02E08,1
24608,2,14S02E08,1
24607,2,14S02E08,1
24606,2,14S02E08,1
24605,1,14S02E08,1
24604,2,14S02E08,1
24603,2,14S02E08,1
24602,2,14S02E08,1
24601,2,14S02E08,1
24600,2,14S02E08,1
24599,2,14S02E08,1
24598,2,14S02E08,1
24597,2,14S02E17,1
24596,2,14S02E18,1
24595,11,14S02E18,1
24594,11,14S02E18,1
24593,11,14S02E18,1
24592,11,14S02E18,1
24591,11,14S02E18,1
24590,11,14S02E18,1
24589,11,14S02E18,1
24588,11,14S02E18,1
24587,11,14S02E18,1
24586,11,14S02E18,1
24585,11,14S02E18,1
24584,11,14S02E18,1
24583,11,14S01E13,1
24582,11,14S01E24,1
24581,11,14S01E24,1
